sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small,dup
NA,1,9,2018-07-09,2,2,NA,NA,NA,2,17,NA,NA,21,0
NA,10,9,2018-07-09,3,6,1,NA,NA,3,16,NA,NA,NA,0
NA,2,9,2018-07-09,8,2,NA,NA,1,3,30,NA,NA,33,0
NA,3,9,2018-07-09,3,1,NA,NA,NA,3,30,NA,NA,33,0
NA,4,9,2018-07-09,3,NA,NA,NA,NA,NA,11,NA,NA,28,0
NA,5,9,2018-07-09,1,7,1,NA,NA,NA,21,NA,NA,24,0
NA,6,9,2018-07-09,1,2,NA,NA,4,NA,31,NA,NA,95,0
NA,7,9,2018-07-09,2,NA,2,NA,NA,NA,42,NA,NA,45,0
NA,8,9,2018-07-09,NA,3,1,NA,NA,3,20,NA,NA,29,0
NA,9,9,2018-07-09,NA,2,NA,NA,3,4,37,NA,NA,57,0
NA,1,9,2018-07-16,NA,3,NA,NA,NA,3,22,NA,NA,14,0
NA,10,9,2018-07-16,1,5,NA,NA,1,1,16,NA,NA,14,0
NA,2,9,2018-07-16,NA,2,2,NA,1,NA,46,NA,NA,20,0
NA,3,9,2018-07-16,3,3,NA,NA,NA,1,29,NA,NA,17,0
NA,4,9,2018-07-16,NA,NA,NA,NA,3,1,23,NA,NA,6,0
NA,5,9,2018-07-16,2,1,1,NA,NA,1,16,NA,NA,34,0
NA,6,9,2018-07-16,1,NA,2,NA,NA,NA,11,NA,NA,7,0
NA,7,9,2018-07-16,2,9,2,NA,NA,NA,21,NA,NA,16,0
NA,8,9,2018-07-16,3,5,NA,NA,2,NA,36,NA,NA,40,0
NA,9,9,2018-07-16,2,11,NA,NA,2,3,46,NA,NA,39,0
NA,1,9,2018-07-23,5,NA,NA,NA,NA,NA,12,NA,NA,15,0
NA,10,9,2018-07-23,1,4,1,NA,6,NA,19,3,NA,5,0
NA,2,9,2018-07-23,5,3,NA,NA,2,NA,9,NA,NA,12,0
NA,3,9,2018-07-23,5,3,2,NA,NA,1,14,NA,NA,3,0
NA,4,9,2018-07-23,3,1,1,NA,1,NA,20,NA,NA,NA,0
NA,5,9,2018-07-23,8,1,1,NA,2,NA,14,NA,NA,12,0
NA,6,9,2018-07-23,2,1,2,NA,4,1,13,NA,NA,5,0
NA,7,9,2018-07-23,3,8,NA,NA,NA,NA,17,NA,NA,7,0
NA,8,9,2018-07-23,3,1,NA,NA,5,NA,17,NA,NA,10,0
NA,9,9,2018-07-23,2,5,NA,NA,14,2,6,NA,NA,14,0
NA,1,9,2018-07-30,2,NA,NA,NA,6,NA,9,NA,NA,NA,0
NA,10,9,2018-07-30,NA,NA,NA,NA,2,NA,3,NA,NA,4,0
NA,2,9,2018-07-30,NA,NA,NA,NA,4,1,13,1,NA,NA,0
NA,3,9,2018-07-30,NA,1,1,NA,2,NA,9,NA,NA,3,0
NA,4,9,2018-07-30,NA,2,NA,NA,NA,NA,6,NA,NA,NA,0
NA,5,9,2018-07-30,1,NA,1,NA,11,NA,5,NA,NA,NA,0
NA,6,9,2018-07-30,3,NA,NA,NA,12,1,10,NA,NA,3,0
NA,7,9,2018-07-30,1,NA,NA,NA,NA,NA,3,NA,NA,1,0
NA,8,9,2018-07-30,1,NA,NA,NA,1,NA,2,NA,NA,1,0
NA,9,9,2018-07-30,1,NA,NA,NA,NA,2,5,NA,NA,1,0
NA,1,9,2018-08-06,4,NA,NA,NA,1,NA,3,NA,NA,2,0
NA,10,9,2018-08-06,3,1,NA,NA,9,2,6,NA,NA,NA,0
NA,2,9,2018-08-06,8,NA,NA,NA,1,1,5,NA,NA,2,0
NA,3,9,2018-08-06,8,NA,NA,NA,5,NA,7,NA,NA,NA,0
NA,4,9,2018-08-06,5,NA,1,NA,4,NA,3,NA,NA,NA,0
NA,5,9,2018-08-06,9,NA,NA,NA,1,NA,8,NA,NA,2,0
NA,6,9,2018-08-06,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0
NA,7,9,2018-08-06,3,NA,NA,NA,8,NA,9,NA,NA,2,0
NA,8,9,2018-08-06,1,2,NA,NA,8,1,8,NA,NA,NA,0
NA,9,9,2018-08-06,1,NA,NA,NA,4,NA,2,NA,NA,1,0
NA,1,9,2018-08-13,2,NA,NA,NA,1,NA,2,NA,NA,NA,0
NA,10,9,2018-08-13,2,NA,NA,NA,5,1,10,NA,NA,NA,0
NA,2,9,2018-08-13,4,NA,NA,NA,NA,1,11,NA,NA,1,0
NA,3,9,2018-08-13,1,NA,NA,NA,2,NA,8,NA,NA,NA,0
NA,4,9,2018-08-13,7,NA,NA,NA,2,2,3,NA,NA,NA,0
NA,5,9,2018-08-13,3,NA,NA,NA,1,NA,7,NA,NA,NA,0
NA,6,9,2018-08-13,1,1,NA,NA,16,2,5,NA,NA,2,0
NA,7,9,2018-08-13,3,NA,NA,NA,4,2,5,NA,NA,NA,0
NA,8,9,2018-08-13,NA,NA,NA,NA,5,NA,2,NA,NA,NA,0
NA,9,9,2018-08-13,4,NA,NA,NA,6,1,5,NA,NA,NA,0
NA,1,9,2018-08-20,1,NA,NA,NA,2,1,7,NA,NA,NA,0
NA,10,9,2018-08-20,3,NA,NA,NA,NA,1,5,NA,NA,NA,0
NA,2,9,2018-08-20,4,NA,NA,NA,13,1,15,NA,NA,2,0
NA,3,9,2018-08-20,NA,1,1,NA,3,3,10,NA,NA,NA,0
NA,4,9,2018-08-20,2,NA,NA,NA,4,1,15,NA,NA,NA,0
NA,5,9,2018-08-20,1,3,NA,NA,1,NA,5,NA,NA,NA,0
NA,6,9,2018-08-20,6,1,NA,NA,1,NA,13,NA,NA,NA,0
NA,7,9,2018-08-20,2,NA,NA,NA,3,1,7,NA,NA,1,0
NA,8,9,2018-08-20,NA,NA,NA,NA,NA,NA,9,NA,NA,2,0
NA,9,9,2018-08-20,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0
NA,1,9,2018-08-27,3,1,2,NA,1,NA,2,NA,NA,1,0
NA,10,9,2018-08-27,4,NA,NA,NA,6,NA,1,NA,NA,NA,0
NA,2,9,2018-08-27,2,NA,NA,NA,1,NA,2,NA,NA,1,0
NA,3,9,2018-08-27,2,1,1,NA,1,1,11,NA,NA,1,0
NA,4,9,2018-08-27,1,NA,NA,NA,NA,NA,9,NA,NA,NA,0
NA,5,9,2018-08-27,6,NA,1,NA,1,NA,4,NA,NA,NA,0
NA,6,9,2018-08-27,5,NA,NA,NA,2,NA,5,NA,NA,2,0
NA,7,9,2018-08-27,2,NA,NA,NA,2,1,10,NA,NA,NA,0
NA,8,9,2018-08-27,7,1,NA,NA,2,NA,13,NA,NA,1,0
NA,9,9,2018-08-27,2,1,1,NA,NA,NA,6,NA,NA,NA,0
NA,1,9,2018-09-04,4,NA,NA,NA,1,NA,6,NA,NA,NA,0
NA,10,9,2018-09-04,1,NA,NA,NA,NA,NA,4,NA,NA,4,0
NA,2,9,2018-09-04,4,NA,NA,NA,3,NA,7,NA,NA,NA,0
NA,3,9,2018-09-04,7,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,4,9,2018-09-04,NA,NA,NA,NA,1,NA,6,NA,NA,NA,0
NA,5,9,2018-09-04,3,1,1,NA,NA,NA,6,NA,NA,NA,0
NA,6,9,2018-09-04,4,NA,NA,NA,1,NA,3,NA,NA,NA,0
NA,7,9,2018-09-04,2,NA,1,NA,5,NA,9,NA,NA,NA,0
NA,8,9,2018-09-04,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,0
NA,9,9,2018-09-04,2,NA,NA,NA,1,NA,2,NA,NA,NA,0
NA,1,9,2018-09-10,1,NA,1,NA,NA,NA,2,NA,NA,1,0
NA,10,9,2018-09-10,2,NA,NA,NA,3,NA,1,NA,NA,NA,0
NA,2,9,2018-09-10,5,NA,NA,NA,NA,NA,9,NA,NA,2,0
NA,3,9,2018-09-10,4,NA,1,NA,1,NA,NA,NA,NA,3,0
NA,4,9,2018-09-10,1,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,5,9,2018-09-10,4,NA,1,NA,3,NA,10,NA,NA,1,0
NA,6,9,2018-09-10,3,NA,NA,NA,NA,NA,12,NA,NA,2,0
NA,7,9,2018-09-10,1,NA,1,NA,1,NA,5,NA,NA,2,0
NA,8,9,2018-09-10,2,NA,NA,NA,9,1,5,NA,NA,NA,0
NA,9,9,2018-09-10,1,NA,NA,NA,4,NA,3,NA,NA,3,0
NA,1,9,2018-09-17,5,2,1,NA,2,NA,10,NA,NA,NA,0
NA,10,9,2018-09-17,2,NA,NA,NA,3,NA,3,NA,NA,1,0
NA,2,9,2018-09-17,2,NA,NA,NA,2,NA,6,NA,NA,NA,0
NA,3,9,2018-09-17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,4,9,2018-09-17,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0
NA,5,9,2018-09-17,1,NA,2,NA,NA,NA,NA,NA,NA,1,0
NA,6,9,2018-09-17,2,NA,NA,NA,NA,NA,4,NA,NA,3,0
NA,7,9,2018-09-17,1,NA,NA,NA,NA,NA,3,NA,NA,3,0
NA,8,9,2018-09-17,2,NA,NA,NA,NA,NA,1,NA,NA,1,0
NA,9,9,2018-09-17,1,NA,NA,NA,NA,NA,2,NA,NA,2,0
NA,1,9,2018-09-24,2,NA,NA,NA,2,NA,8,NA,NA,1,0
NA,10,9,2018-09-24,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,2,9,2018-09-24,1,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,3,9,2018-09-24,2,NA,NA,NA,2,NA,7,NA,NA,1,0
NA,4,9,2018-09-24,4,NA,NA,NA,3,1,2,NA,NA,NA,0
NA,5,9,2018-09-24,3,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,6,9,2018-09-24,3,NA,NA,NA,NA,NA,1,NA,NA,1,0
NA,7,9,2018-09-24,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,8,9,2018-09-24,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,9,9,2018-09-24,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,1,9,2018-10-01,4,NA,NA,NA,NA,NA,5,2,NA,NA,0
NA,10,9,2018-10-01,2,NA,NA,NA,NA,NA,2,2,NA,NA,0
NA,2,9,2018-10-01,4,2,NA,NA,NA,1,5,2,NA,NA,0
NA,3,9,2018-10-01,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0
NA,4,9,2018-10-01,2,NA,NA,NA,NA,NA,3,1,NA,NA,0
NA,5,9,2018-10-01,8,3,NA,NA,NA,NA,5,3,NA,NA,0
NA,6,9,2018-10-01,4,2,NA,NA,NA,NA,6,NA,NA,2,0
NA,7,9,2018-10-01,3,1,NA,NA,NA,NA,5,1,NA,NA,0
NA,8,9,2018-10-01,NA,NA,NA,NA,NA,NA,5,2,NA,1,0
NA,9,9,2018-10-01,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,1,9,2018-10-08,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,0
NA,10,9,2018-10-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,2,9,2018-10-08,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,3,9,2018-10-08,2,NA,NA,NA,NA,1,4,NA,NA,NA,0
NA,4,9,2018-10-08,3,1,NA,NA,NA,NA,7,NA,NA,NA,0
NA,5,9,2018-10-08,NA,NA,NA,NA,NA,NA,9,NA,NA,2,0
NA,6,9,2018-10-08,1,NA,NA,NA,NA,NA,8,NA,NA,1,0
NA,7,9,2018-10-08,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,8,9,2018-10-08,4,NA,NA,NA,2,1,9,NA,NA,NA,0
NA,9,9,2018-10-08,NA,NA,NA,NA,NA,NA,13,NA,NA,2,0
NA,1,9,2018-10-15,4,NA,NA,NA,NA,NA,12,NA,NA,NA,0
NA,10,9,2018-10-15,2,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,2,9,2018-10-15,3,1,NA,NA,NA,NA,5,NA,NA,NA,0
NA,3,9,2018-10-15,3,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,4,9,2018-10-15,4,NA,NA,NA,NA,NA,8,NA,NA,1,0
NA,5,9,2018-10-15,5,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,6,9,2018-10-15,3,NA,NA,NA,1,NA,9,NA,NA,NA,0
NA,7,9,2018-10-15,3,NA,NA,NA,NA,NA,17,NA,NA,NA,0
NA,8,9,2018-10-15,1,NA,NA,NA,NA,NA,9,NA,NA,2,0
NA,9,9,2018-10-15,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,1,9,2018-10-22,2,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,10,9,2018-10-22,2,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,2,9,2018-10-22,3,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,3,9,2018-10-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,4,9,2018-10-22,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,5,9,2018-10-22,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,6,9,2018-10-22,1,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,7,9,2018-10-22,3,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,8,9,2018-10-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,9,9,2018-10-22,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,1,9,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,10,9,2018-10-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,2,9,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,3,9,2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,4,9,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,5,9,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,6,9,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,7,9,2018-10-29,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
NA,8,9,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,9,9,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,1,9,2018-11-05,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,10,9,2018-11-05,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,2,9,2018-11-05,2,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,3,9,2018-11-05,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,4,9,2018-11-05,2,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,5,9,2018-11-05,3,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,6,9,2018-11-05,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
NA,7,9,2018-11-05,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,8,9,2018-11-05,2,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,9,9,2018-11-05,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,1,9,2018-11-12,2,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,10,9,2018-11-12,2,NA,NA,NA,NA,NA,3,NA,NA,2,0
NA,2,9,2018-11-12,3,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,3,9,2018-11-12,NA,NA,NA,NA,NA,NA,2,NA,NA,1,0
NA,4,9,2018-11-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,5,9,2018-11-12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,6,9,2018-11-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,7,9,2018-11-12,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
NA,8,9,2018-11-12,3,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,9,9,2018-11-12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
ST190071,A,9,2019-04-01,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190071,B,9,2019-04-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190231,A,9,2019-05-06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190231,B,9,2019-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190271,A,9,2019-05-13,2,NA,NA,NA,NA,NA,4,NA,NA,NA,0
ST190271,B,9,2019-05-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190311,A,9,2019-05-20,5,NA,NA,NA,NA,NA,4,NA,NA,NA,0
ST190311,B,9,2019-05-20,3,NA,NA,NA,NA,1,4,NA,NA,NA,0
ST190312,A,9,2019-05-20,NA,NA,NA,NA,NA,1,5,NA,NA,1,0
ST190312,B,9,2019-05-20,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
ST190313,A,9,2019-05-20,4,NA,NA,NA,NA,NA,5,NA,NA,1,0
ST190313,B,9,2019-05-20,1,NA,NA,NA,NA,NA,11,NA,NA,1,0
ST190314,A,9,2019-05-20,8,NA,NA,NA,NA,1,2,NA,NA,1,0
ST190314,B,9,2019-05-20,3,NA,NA,NA,NA,1,13,NA,NA,2,0
ST190315,A,9,2019-05-20,6,NA,NA,NA,NA,1,8,NA,NA,NA,0
ST190315,B,9,2019-05-20,11,NA,NA,NA,NA,1,2,NA,NA,9,0
ST190351,A,9,2019-05-28,2,4,NA,NA,NA,NA,32,NA,NA,5,0
ST190351,B,9,2019-05-28,NA,NA,NA,NA,NA,NA,10,NA,NA,2,0
ST190352,A,9,2019-05-28,NA,1,1,NA,NA,7,81,NA,NA,NA,0
ST190352,B,9,2019-05-28,1,NA,NA,NA,NA,1,22,NA,NA,1,0
ST190353,A,9,2019-05-28,1,NA,NA,NA,NA,1,46,NA,NA,2,0
ST190353,B,9,2019-05-28,NA,NA,NA,NA,NA,1,14,NA,NA,NA,0
ST190354,A,9,2019-05-28,4,NA,NA,NA,NA,NA,82,NA,NA,2,0
ST190354,B,9,2019-05-28,3,1,NA,NA,NA,1,42,NA,NA,1,0
ST190355,A,9,2019-05-28,3,NA,NA,NA,NA,NA,79,NA,NA,1,0
ST190355,B,9,2019-05-28,2,1,NA,NA,NA,4,73,NA,NA,NA,0
ST190391,A,9,2019-06-02,6,1,NA,NA,NA,NA,15,NA,NA,4,0
ST190391,B,9,2019-06-02,4,NA,NA,NA,NA,NA,18,NA,NA,NA,0
ST190392,A,9,2019-06-02,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,0
ST190392,B,9,2019-06-02,1,NA,NA,NA,NA,NA,26,NA,NA,2,0
ST190393,A,9,2019-06-02,2,NA,1,NA,NA,NA,41,NA,NA,NA,0
ST190393,B,9,2019-06-02,2,NA,NA,NA,NA,NA,51,NA,NA,NA,0
ST190394,A,9,2019-06-02,8,NA,NA,NA,NA,NA,60,NA,NA,2,0
ST190394,B,9,2019-06-02,3,NA,NA,NA,NA,NA,31,NA,NA,NA,0
ST190395,A,9,2019-06-02,3,1,NA,NA,NA,NA,47,2,NA,1,0
ST190395,B,9,2019-06-02,2,1,1,NA,NA,NA,59,NA,NA,1,0
ST190431,A,9,2019-06-10,3,NA,NA,NA,NA,NA,78,NA,NA,2,0
ST190431,B,9,2019-06-10,5,NA,NA,NA,NA,NA,38,NA,NA,2,0
ST190432,A,9,2019-06-10,6,1,1,NA,NA,2,114,NA,NA,NA,0
ST190432,B,9,2019-06-10,2,1,NA,NA,1,1,73,NA,NA,1,0
ST190433,A,9,2019-06-10,3,16,NA,NA,1,9,106,NA,NA,3,0
ST190433,B,9,2019-06-10,4,9,NA,NA,NA,4,62,NA,NA,3,0
ST190434,A,9,2019-06-10,2,8,NA,NA,1,2,79,NA,NA,2,0
ST190434,B,9,2019-06-10,2,6,NA,NA,NA,3,50,NA,NA,2,0
ST190435,A,9,2019-06-10,4,NA,NA,NA,1,NA,68,NA,NA,4,0
ST190435,B,9,2019-06-10,2,NA,NA,NA,NA,1,33,NA,NA,3,0
ST190471,A,9,2019-06-17,3,5,NA,NA,1,NA,78,NA,NA,1,0
ST190471,B,9,2019-06-17,5,NA,NA,NA,NA,1,35,NA,NA,3,0
ST190472,A,9,2019-06-17,1,NA,NA,NA,NA,NA,33,NA,NA,2,0
ST190472,B,9,2019-06-17,3,NA,NA,NA,NA,NA,19,NA,NA,3,0
ST190473,A,9,2019-06-17,2,NA,NA,NA,1,NA,45,NA,NA,2,0
ST190473,B,9,2019-06-17,2,1,NA,NA,NA,2,50,NA,NA,1,0
ST190474,A,9,2019-06-17,NA,5,NA,NA,NA,4,50,NA,NA,2,0
ST190474,B,9,2019-06-17,4,2,NA,NA,1,4,62,NA,NA,5,0
ST190475,A,9,2019-06-17,3,NA,NA,NA,NA,NA,61,NA,NA,1,0
ST190475,B,9,2019-06-17,4,3,NA,NA,NA,NA,30,NA,NA,4,0
NA,1,HBK,2018-07-09,1,NA,NA,NA,NA,NA,2,NA,NA,3,0
NA,10,HBK,2018-07-09,1,NA,1,NA,NA,3,8,NA,NA,NA,0
NA,2,HBK,2018-07-09,1,1,1,1,1,NA,4,NA,NA,NA,0
NA,3,HBK,2018-07-09,1,NA,NA,NA,NA,NA,14,NA,NA,2,0
NA,4,HBK,2018-07-09,1,NA,NA,NA,NA,NA,7,NA,NA,2,0
NA,5,HBK,2018-07-09,3,NA,NA,NA,3,NA,14,NA,NA,2,0
NA,6,HBK,2018-07-09,4,NA,NA,NA,2,NA,7,NA,NA,4,0
NA,7,HBK,2018-07-09,4,NA,NA,NA,3,1,18,NA,NA,3,0
NA,8,HBK,2018-07-09,2,1,NA,NA,1,NA,22,NA,NA,1,0
NA,9,HBK,2018-07-09,1,2,NA,NA,1,NA,11,NA,NA,NA,0
NA,1,HBK,2018-07-16,NA,NA,NA,NA,3,4,25,NA,NA,1,0
NA,10,HBK,2018-07-16,1,3,NA,NA,NA,1,16,NA,NA,2,0
NA,2,HBK,2018-07-16,1,NA,NA,NA,NA,4,14,NA,NA,3,0
NA,3,HBK,2018-07-16,2,4,NA,NA,1,3,13,NA,NA,3,0
NA,4,HBK,2018-07-16,2,3,NA,NA,2,1,16,NA,NA,5,0
NA,5,HBK,2018-07-16,2,NA,1,NA,1,NA,48,NA,NA,NA,0
NA,6,HBK,2018-07-16,1,NA,3,NA,NA,NA,28,NA,NA,1,0
NA,7,HBK,2018-07-16,2,2,NA,NA,NA,1,18,NA,NA,2,0
NA,8,HBK,2018-07-16,NA,1,NA,NA,NA,2,20,5,NA,3,0
NA,9,HBK,2018-07-16,1,2,1,NA,NA,NA,19,2,NA,2,0
NA,1,HBK,2018-07-23,1,1,NA,NA,NA,NA,NA,NA,NA,5,0
NA,10,HBK,2018-07-23,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
NA,2,HBK,2018-07-23,2,3,NA,NA,NA,1,NA,NA,NA,2,0
NA,3,HBK,2018-07-23,1,NA,NA,NA,1,2,31,NA,NA,1,0
NA,4,HBK,2018-07-23,5,7,NA,NA,1,NA,19,NA,NA,2,0
NA,5,HBK,2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0
NA,6,HBK,2018-07-23,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
NA,7,HBK,2018-07-23,4,2,NA,NA,1,NA,13,NA,NA,NA,0
NA,8,HBK,2018-07-23,3,NA,NA,NA,1,NA,27,1,NA,NA,0
NA,9,HBK,2018-07-23,NA,2,NA,NA,NA,1,2,NA,NA,NA,0
NA,1,HBK,2018-07-30,NA,NA,NA,NA,1,NA,6,NA,NA,1,0
NA,10,HBK,2018-07-30,NA,NA,NA,NA,NA,NA,7,NA,NA,1,0
NA,2,HBK,2018-07-30,NA,NA,NA,NA,3,NA,4,NA,NA,1,0
NA,3,HBK,2018-07-30,1,NA,1,NA,2,NA,16,NA,NA,2,0
NA,4,HBK,2018-07-30,1,NA,1,NA,2,NA,26,1,NA,3,0
NA,5,HBK,2018-07-30,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,6,HBK,2018-07-30,1,NA,NA,NA,NA,NA,2,NA,NA,1,0
NA,7,HBK,2018-07-30,1,NA,NA,1,1,NA,7,NA,NA,NA,0
NA,8,HBK,2018-07-30,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,0
NA,9,HBK,2018-07-30,1,NA,NA,NA,NA,NA,8,NA,NA,1,0
NA,1,HBK,2018-08-06,NA,NA,NA,NA,NA,NA,7,NA,NA,1,0
NA,10,HBK,2018-08-06,NA,1,1,NA,1,NA,1,NA,NA,1,0
NA,2,HBK,2018-08-06,2,NA,NA,NA,NA,NA,2,NA,NA,2,0
NA,3,HBK,2018-08-06,NA,NA,2,NA,NA,NA,16,NA,NA,3,0
NA,4,HBK,2018-08-06,NA,2,NA,NA,NA,NA,10,NA,NA,NA,0
NA,5,HBK,2018-08-06,NA,NA,NA,NA,NA,1,6,NA,NA,NA,0
NA,6,HBK,2018-08-06,1,NA,NA,NA,NA,NA,12,NA,NA,2,0
NA,7,HBK,2018-08-06,2,NA,1,NA,2,NA,5,NA,NA,1,0
NA,8,HBK,2018-08-06,NA,NA,NA,NA,1,NA,4,NA,NA,NA,0
NA,9,HBK,2018-08-06,NA,NA,1,NA,NA,NA,3,NA,NA,1,0
NA,1,HBK,2018-08-13,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0
NA,10,HBK,2018-08-13,NA,NA,NA,NA,NA,NA,6,NA,NA,2,0
NA,2,HBK,2018-08-13,NA,NA,NA,NA,1,NA,6,NA,NA,NA,0
NA,3,HBK,2018-08-13,2,NA,NA,NA,1,NA,1,NA,NA,NA,0
NA,4,HBK,2018-08-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,5,HBK,2018-08-13,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,6,HBK,2018-08-13,1,NA,NA,NA,1,2,3,NA,NA,1,0
NA,7,HBK,2018-08-13,NA,NA,1,NA,NA,1,8,NA,NA,NA,0
NA,8,HBK,2018-08-13,NA,1,NA,NA,NA,NA,6,NA,NA,NA,0
NA,9,HBK,2018-08-13,1,NA,NA,NA,1,NA,8,NA,NA,2,0
NA,1,HBK,2018-08-20,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,10,HBK,2018-08-20,NA,NA,2,NA,1,NA,22,NA,NA,NA,0
NA,2,HBK,2018-08-20,1,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,3,HBK,2018-08-20,NA,NA,NA,NA,NA,NA,12,NA,NA,1,0
NA,4,HBK,2018-08-20,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,0
NA,5,HBK,2018-08-20,1,NA,NA,NA,1,NA,11,NA,NA,NA,0
NA,6,HBK,2018-08-20,1,NA,1,NA,NA,NA,10,NA,NA,NA,0
NA,7,HBK,2018-08-20,2,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,8,HBK,2018-08-20,1,NA,NA,NA,NA,NA,9,NA,NA,NA,0
NA,9,HBK,2018-08-20,NA,NA,2,NA,NA,NA,21,NA,NA,NA,0
NA,1,HBK,2018-08-27,1,NA,NA,NA,1,1,3,NA,NA,NA,0
NA,10,HBK,2018-08-27,2,NA,NA,NA,2,NA,15,NA,NA,NA,0
NA,2,HBK,2018-08-27,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0
